chr1,8.25305034345509e-07,4.80237335539754e-12,0.00917155450425763,8.02175604974293e-06,0.173221459226628,0.000430758034559148,0.00107861085176514,4.07947974602749e-05,-0.615762504926471,0.1041034375,0.138714575396826,Gs_bcfvcf_20231002191703IfZEj.txt.params
chr2,2.432092138972e-07,3.79756765677903e-12,0.00152548458492306,7.74156353451967e-06,0.131984525833751,0.000295417138901679,0.000728478360086695,2.74482443533276e-05,-0.473554071275168,0.1041034375,0.11734541955267,Gs_bcfvcf_20231002191703IfZEj.txt.params
chr3,9.69725027433771e-07,6.07084341682531e-12,0.026939099452337,9.28734047036811e-06,0.228798184937326,0.000470200491227948,0.000711620149924418,3.06478757330316e-05,-0.68661366458042,0.1041034375,0.187868242063492,Gs_bcfvcf_20231002191703IfZEj.txt.params
chr4,3.03204738283867e-07,6.12862026283632e-12,0.0131851084448067,9.66871933227084e-06,0.21164023199408,0.000256825931031542,0.000334067635051754,1.18949290575201e-05,-0.464881909289618,0.1041034375,0.156738127330416,Gs_bcfvcf_20231002191703IfZEj.txt.params
chr5,6.59289360502026e-07,8.20257279241732e-12,0.0251237963054912,9.22043406440559e-06,0.201583644899809,0.00044815869575353,0.0007183507788189,3.47693737072467e-05,-0.512181077964844,0.1041034375,0.187578908730159,Gs_bcfvcf_20231002191703IfZEj.txt.params
chr6,5.24226239277605e-07,6.18553512044252e-12,0.00388631625817835,9.57825425968942e-06,0.186350210399681,0.00037731882002659,0.000490173028143767,2.96590594097459e-05,-0.572069592795699,0.1041034375,0.125654086219337,Gs_bcfvcf_20231002191703IfZEj.txt.params
chr7,2.79350781210387e-07,1.20504694353477e-11,0.0286120241971473,1.1720205269361e-05,0.263411476862289,0.000257945964449753,0.000243277385027122,1.07336868559803e-05,-0.454386456320225,0.1041034375,0.209593127330416,Gs_bcfvcf_20231002191703IfZEj.txt.params
chr8,3.24659803091385e-07,4.35978841044384e-12,0.00338842102715461,8.92477367426426e-06,0.191631693956882,0.000274585559157253,0.000380821031105023,1.48632780460807e-05,-0.770953239294118,0.1041034375,0.125978653324794,Gs_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,Gz_bcfvcf_20231002191703IfZEj.txt.params
chr1,1.74153391740462e-06,1.76784207289704e-11,0.0842634549819385,1.03409638034271e-05,0.366336328687549,0.000552611018093452,0.00048746239782449,3.14487898740676e-05,-0.0454341316058394,0.09050711875,0.229978,Gz_bcfvcf_20231002191703IfZEj.txt.params
chr2,6.25943390521006e-07,2.86577890432919e-11,0.0578487951758247,1.30734476695645e-05,0.409414192664221,0.000446848189907623,0.000243628270936396,1.41885399770238e-05,-0.191246856552189,0.09050711875,0.288014,Gz_bcfvcf_20231002191703IfZEj.txt.params
chr3,1.2760246630296e-06,3.49307532860033e-11,0.0682452838131987,1.29799372100018e-05,0.427045980709772,0.000585987916887737,0.000351684788398603,3.66752844958473e-05,-0.235784461852113,0.09050711875,0.290321333333333,Gz_bcfvcf_20231002191703IfZEj.txt.params
chr4,4.24487320300941e-07,3.02546117810516e-11,0.0656833128306913,1.43255690367022e-05,0.446765853876195,0.000343037896031055,0.000158879034817422,6.92499225574976e-06,0.0396127406571429,0.09050711875,0.315900333333333,Gz_bcfvcf_20231002191703IfZEj.txt.params
chr5,1.12144608803652e-06,3.77096229706346e-11,0.0542146451390745,1.20817180604209e-05,0.335378168876745,0.00054743234881146,0.000395226843821329,3.49672718090399e-05,-0.110037411214575,0.09050711875,0.241575666666667,Gz_bcfvcf_20231002191703IfZEj.txt.params
chr6,6.39686646129171e-07,3.30578752606119e-11,0.0532605762911933,1.16893689306157e-05,0.317929878689133,0.000442641279661294,0.000387936340402795,2.60910278642694e-05,0.0297923328409091,0.09050711875,0.238529490446761,Gz_bcfvcf_20231002191703IfZEj.txt.params
chr7,2.26168092068467e-07,6.66054037825573e-12,0.0190428815772824,9.9587107869007e-06,0.194791215568916,0.000206465278859641,0.000291573180427526,1.34833525840206e-05,-0.0202533348255814,0.09050711875,0.176283993078165,Gz_bcfvcf_20231002191703IfZEj.txt.params
chr8,4.64830349822163e-07,2.5935954161896e-12,0.00469186747524963,8.42621973682925e-06,0.204248506764477,0.000263911806162878,0.000339712522394799,1.86636215805696e-05,-0.0379320317433414,0.09050711875,0.129488735401044,Gz_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,La_bcfvcf_20231002191703IfZEj.txt.params
chr1,1.98658743274097e-06,1.6669179326996e-12,0.00254246062211489,1.51607670382432e-05,0.670665908001857,0.00104631409191066,0.000234555218443172,3.04379825804339e-06,-0.948529707961165,0.44169375,0.580414028860029,La_bcfvcf_20231002191703IfZEj.txt.params
chr2,5.97278520055146e-07,2.06625299343604e-12,0.00107143992964465,1.86572844021207e-05,0.637084581256697,0.00063080395349099,0.000188680933772842,8.59865084709396e-07,-0.568442018121212,0.44169375,0.565688106782107,La_bcfvcf_20231002191703IfZEj.txt.params
chr3,2.02014261857917e-06,4.87092551046376e-12,0.0110632365196126,1.67871293161196e-05,0.716425304865179,0.000981062173525068,0.000208663897257158,3.45450272692378e-06,-0.470464983361702,0.44169375,0.584782258297258,La_bcfvcf_20231002191703IfZEj.txt.params
chr4,5.46939965594034e-07,4.27715706947538e-12,0.00534359272433063,1.82997905470467e-05,0.671344642011061,0.000516078407161697,0.000126190289984869,1.38454769291583e-06,-0.913861088284519,0.44169375,0.571255182753084,La_bcfvcf_20231002191703IfZEj.txt.params
chr5,1.73256087871358e-06,4.98485401202197e-12,0.00821570368842802,1.69259068744331e-05,0.665230413150636,0.00100267446815911,0.000242915616090987,4.15356576598335e-06,-0.337372487096774,0.44169375,0.567793301587302,La_bcfvcf_20231002191703IfZEj.txt.params
chr6,1.14895140740656e-06,2.92713406258566e-12,0.0069913439542821,1.77226413972858e-05,0.631471016784563,0.000775333568346431,0.000224929698237791,2.40527789181169e-06,-0.492328720406091,0.44169375,0.566948301587302,La_bcfvcf_20231002191703IfZEj.txt.params
chr7,3.83872063654538e-07,5.82964641256597e-12,0.00658745646925244,1.80223292002443e-05,0.598527034875654,0.000483580866280888,0.000143169353953766,1.67558397998314e-06,-0.518162836915888,0.44169375,0.548036455480357,La_bcfvcf_20231002191703IfZEj.txt.params
chr8,6.64515959243316e-07,2.21063936768935e-12,0.00424254802747469,1.72129089918505e-05,0.69450564882401,0.00056877146247727,0.000124430053721812,1.35407956530488e-06,-0.790323757615894,0.44169375,0.577401318903319,La_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,LC_bcfvcf_20231002191703IfZEj.txt.params
chr1,8.83133320866103e-06,5.55260177466935e-14,5.20230686703678e-06,8.5852914655659e-06,0.869914775288987,0.00260998190574029,0.000115174955585227,1.26052772600988e-06,1.47856257317073,0.4952,0.661992624246222,LC_bcfvcf_20231002191703IfZEj.txt.params
chr2,3.40843586054883e-06,1.90277353684677e-14,5.77854862221058e-06,1.03420648044516e-05,0.831068221104776,0.00141830307331837,0.000119921560670822,7.05565374526703e-07,1.24498574173913,0.4952,0.662364957579555,LC_bcfvcf_20231002191703IfZEj.txt.params
chr3,9.8091776257604e-06,2.7053087403428e-14,1.19080383194268e-05,8.87816209682737e-06,0.910472114570626,0.00237189185543195,0.000124514625521442,3.18098456289281e-07,1.53385327878788,0.4952,0.658876386150984,LC_bcfvcf_20231002191703IfZEj.txt.params
chr4,2.18049331328761e-06,4.45021423257009e-12,0.0236666971771742,1.16674608069525e-05,0.669787695869479,0.000694509030765489,0.000159058042242729,1.26825713710975e-06,0.359920907344633,0.4952,0.604736568253968,LC_bcfvcf_20231002191703IfZEj.txt.params
chr5,7.97733546467229e-06,7.95598017366853e-14,0.00158133861920684,1.01572143743253e-05,0.809947006045747,0.00183319707434166,0.000186829702409164,1.31824215989693e-06,0.867124123611111,0.4952,0.633409265223665,LC_bcfvcf_20231002191703IfZEj.txt.params
chr6,4.93256816929252e-06,2.47573494305287e-12,0.0119822077665734,1.18083119140803e-05,0.73483920909379,0.00116617512589025,0.000145919772278897,2.20590735123822e-06,0.574959286486486,0.4952,0.605745477344877,LC_bcfvcf_20231002191703IfZEj.txt.params
chr7,1.62561398020471e-06,2.11986729917896e-12,0.0389021490897922,1.19182207808881e-05,0.624414291661232,0.000667400269785317,0.000135031306465868,1.75835151030947e-06,0.0572275144385027,0.4952,0.605499615873016,LC_bcfvcf_20231002191703IfZEj.txt.params
chr8,3.88792322019165e-06,2.82504888737587e-13,0.000853004886585078,8.8382587296461e-06,0.865264985875493,0.00137324911290369,0.000104749380279692,4.11695062129746e-07,1.16787320873362,0.4952,0.627896154112554,LC_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,Ma_bcfvcf_20231002191703IfZEj.txt.params
chr1,7.25166304525708e-06,1.5794440206642e-12,0.00511712802830271,5.47833435829983e-06,0.507074680970701,0.00255548112348585,0.00131905350039012,3.42440310521007e-05,-1.64094528244275,0.517707553191489,0.525143840981241,Ma_bcfvcf_20231002191703IfZEj.txt.params
chr2,1.7845343468531e-06,6.01552757286613e-12,0.00824368275257819,8.45546533828518e-06,0.478556731147048,0.00113206053542119,0.000684660866764664,2.81430129006423e-05,-1.05514433531835,0.517707553191489,0.511283447041847,Ma_bcfvcf_20231002191703IfZEj.txt.params
chr3,8.10073098655402e-06,2.05462347505536e-12,0.00455880720932635,6.47873986153891e-06,0.542422751182651,0.00207566012227481,0.00128409816420146,1.29768772398505e-05,-1.58595559778598,0.517707553191489,0.533380174314574,Ma_bcfvcf_20231002191703IfZEj.txt.params
chr4,1.47077332996736e-06,2.180513265485e-12,0.00384364319676811,6.30630660016005e-06,0.436183950895571,0.00111133776545111,0.000858798067769984,2.03435753514852e-05,-1.36004616044304,0.517707553191489,0.493224126695526,Ma_bcfvcf_20231002191703IfZEj.txt.params
chr5,4.66090668923185e-06,1.3536355682942e-12,0.00369275629163079,5.39547091059607e-06,0.418509291912393,0.00225298683480529,0.00198853902062471,3.34019764298379e-05,-1.49333112926829,0.517707553191489,0.485260005483405,Ma_bcfvcf_20231002191703IfZEj.txt.params
chr6,2.76287006221758e-06,6.48888843015928e-12,0.00509136364488963,8.49813396795235e-06,0.48339905561168,0.00134057800642802,0.000873781493527206,2.3933077042139e-05,-0.98662072616,0.517707553191489,0.532502628860028,Ma_bcfvcf_20231002191703IfZEj.txt.params
chr7,1.30633783462666e-06,3.90680759255652e-12,0.00686231002228863,7.24661394031402e-06,0.432648132916669,0.000923145947321675,0.000664305802345474,3.5131053721823e-05,-1.13208514890675,0.517707553191489,0.481798399422799,Ma_bcfvcf_20231002191703IfZEj.txt.params
chr8,2.54111987374138e-06,3.43008903095202e-12,0.00615787316139531,7.09055959432477e-06,0.542536182101464,0.00113362687258595,0.000628717187196381,2.59748646837013e-05,-1.47840681330049,0.517707553191489,0.520727447041846,Ma_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,Mv_bcfvcf_20231002191703IfZEj.txt.params
chr1,7.14404106091351e-07,2.22774294989493e-11,0.0483192095346318,8.95695784951098e-06,0.218359280796328,0.00039679597302467,0.000902526225641851,4.45135183805736e-05,-0.139531130539568,0.0121504611764706,0.150015827956989,Mv_bcfvcf_20231002191703IfZEj.txt.params
chr2,2.23948440522793e-07,1.28961033011958e-11,0.0136604478680314,9.82512490272901e-06,0.179018588856043,0.00026907149503357,0.000445118552013332,1.9968450083301e-05,-0.124825312086093,0.0121504611764706,0.0861235403479542,Mv_bcfvcf_20231002191703IfZEj.txt.params
chr3,7.74952129060676e-07,3.33718944005598e-11,0.0522542072332886,9.91941751895208e-06,0.241001631286524,0.000375746220785534,0.000592660691169905,5.39119791926335e-05,-0.314128529137931,0.0121504611764706,0.163930666666667,Mv_bcfvcf_20231002191703IfZEj.txt.params
chr4,1.96365741835349e-07,1.55616546423456e-11,0.0198884363286015,1.09744563653991e-05,0.205387085916912,0.000204207692848081,0.000259839222690886,1.08574099127447e-05,-0.145368098435754,0.0121504611764706,0.123872937173351,Mv_bcfvcf_20231002191703IfZEj.txt.params
chr5,4.63389497268895e-07,2.70270423682442e-11,0.0442400871459045,8.80450702817026e-06,0.180748237965696,0.000358999184842432,0.000951945173314636,4.89058503524883e-05,-0.274229820155642,0.0121504611764706,0.153231827956989,Mv_bcfvcf_20231002191703IfZEj.txt.params
chr6,1.52877034735638e-07,1.24451440219932e-12,0.000231460085681191,7.60239761837829e-06,0.0924056004877567,0.000251436060813083,0.000893039788596034,3.54469265929925e-05,-0.179029994727273,0.0121504611764706,0.0572056635756306,Mv_bcfvcf_20231002191703IfZEj.txt.params
chr7,1.62737473543096e-07,1.20172589418986e-11,0.0191772128654255,1.2524562411599e-05,0.208165449799182,0.000183457712504966,0.000218009249925808,9.8261444893866e-06,-0.157012887810585,0.0121504611764706,0.120393429236843,Mv_bcfvcf_20231002191703IfZEj.txt.params
chr8,2.87428005963441e-07,4.48188243339973e-11,0.0508486662694574,1.36086688006335e-05,0.348164219205973,0.000270769918387862,0.000194095621242949,1.4559898710919e-05,-0.337414337714286,0.0121504611764706,0.213804318125732,Mv_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,NU_bcfvcf_20231002191703IfZEj.txt.params
chr1,1.50785787758872e-06,6.37136685576006e-14,8.65604905290701e-05,1.69763711700826e-05,0.691205593952075,0.000980072091750788,0.000205454492115957,1.83711279525235e-06,0.499904912280702,-0.65975,0.256574604923019,NU_bcfvcf_20231002191703IfZEj.txt.params
chr2,4.63747028987075e-07,1.57178929968419e-14,1.37409750051658e-08,2.11574726975551e-05,0.609306567475252,0.000514905680965583,0.000183517087305829,6.85449920359028e-07,0.386908818181818,-0.65975,0.264989442740604,NU_bcfvcf_20231002191703IfZEj.txt.params
chr3,1.23979954058483e-06,9.75721569537536e-14,1.15775513585142e-05,1.90866151880071e-05,0.716503651675436,0.000916602516543139,0.000224310402470517,6.01160980380379e-07,0.127788666666667,-0.65975,0.273069559187759,NU_bcfvcf_20231002191703IfZEj.txt.params
chr4,3.39625615309659e-07,1.42486384256581e-14,2.70918902578717e-05,1.86573150177229e-05,0.606848706212846,0.000463400499836467,0.000157705541695961,9.02135201467928e-07,0.431388769230769,-0.65975,0.265114050067102,NU_bcfvcf_20231002191703IfZEj.txt.params
chr5,1.11838291044493e-06,3.75965023354822e-14,7.61547589456586e-05,2.09877540873921e-05,0.696167303202765,0.000848742158412205,0.000188891295843274,7.07436870852661e-07,0.625347428571429,-0.65975,0.266241271589686,NU_bcfvcf_20231002191703IfZEj.txt.params
chr6,7.79165492031065e-07,1.63542359553724e-13,0.000170781400587043,2.20660962110623e-05,0.636711611673702,0.000612671359141445,0.000196955751745901,7.95639572488714e-07,0.594932930434783,-0.65975,0.249863834710466,NU_bcfvcf_20231002191703IfZEj.txt.params
chr7,3.04922176551345e-07,8.18018884314142e-15,2.65021582951763e-05,2.01445851632553e-05,0.589696027045409,0.000439816255345969,0.000141521650511772,8.99442048730465e-07,0.0686336111111111,-0.65975,0.245564308798841,NU_bcfvcf_20231002191703IfZEj.txt.params
chr8,4.89837587300138e-07,1.22058007482249e-14,1.83522323783573e-06,1.91692107348139e-05,0.685824027128566,0.000488924158797811,0.000127482566337325,6.24079358553738e-07,0.535654815789474,-0.65975,0.27504910940727,NU_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,Pa_bcfvcf_20231002191703IfZEj.txt.params
chr1,3.66220821199865e-06,3.9762704153618e-12,0.0169519950676904,6.72245630119643e-06,0.442590334720993,0.00174170370252746,0.000962914438078095,5.32417480010015e-05,-1.09459582592453,0.469154202898551,0.481251634920635,Pa_bcfvcf_20231002191703IfZEj.txt.params
chr2,8.72096941489095e-07,1.04345449374653e-11,0.0177013259553322,9.57461518843284e-06,0.417929973334475,0.000849803684845637,0.00057569367942435,4.74454579055599e-05,-0.697673561518519,0.469154202898551,0.485071227994227,Pa_bcfvcf_20231002191703IfZEj.txt.params
chr3,4.28464296462251e-06,8.64961212906498e-12,0.0249785478340214,8.2296686133685e-06,0.499414377598739,0.00148937636810363,0.000761649521636043,6.56879888655787e-05,-0.919158353032491,0.469154202898551,0.535294015873015,Pa_bcfvcf_20231002191703IfZEj.txt.params
chr4,7.74469590363471e-07,1.00369159340281e-11,0.0192071513709626,8.32455484027867e-06,0.412316383406348,0.000781924323457348,0.000475125486194112,6.43447552551572e-05,-0.749804512408537,0.469154202898551,0.48946656132756,Pa_bcfvcf_20231002191703IfZEj.txt.params
chr5,2.62684039846933e-06,4.78902620908944e-12,0.0116004316628554,6.61628744714691e-06,0.380571032831292,0.0016551952207401,0.00120072840148732,7.72575069105065e-05,-1.02860098326693,0.469154202898551,0.451912799422799,Pa_bcfvcf_20231002191703IfZEj.txt.params
chr6,1.57457891860411e-06,1.23973018862828e-11,0.0226648228309627,8.69481682159723e-06,0.396737079309465,0.00103728232211311,0.000780155629786682,0.000143655724960432,-0.638563915444015,0.469154202898551,0.490591656565656,Pa_bcfvcf_20231002191703IfZEj.txt.params
chr7,7.02437737144683e-07,1.10936665139298e-11,0.017697550365861,9.43830635773319e-06,0.419786161615745,0.000675578505162044,0.000423479878536929,5.61510046743281e-05,-0.63652354044586,0.469154202898551,0.496801227994227,Pa_bcfvcf_20231002191703IfZEj.txt.params
chr8,1.14774082184472e-06,1.01989687804809e-11,0.0269417506910144,8.30495239542114e-06,0.455912313777276,0.000811185145252608,0.00042735176617175,5.90873879298933e-05,-0.837226854371859,0.469154202898551,0.536210682539682,Pa_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,PB_bcfvcf_20231002191703IfZEj.txt.params
chr1,1.96695157533309e-06,7.74248295151786e-13,0.00252965550106793,1.21513562963632e-05,0.631531046233857,0.00131923853391012,0.000350234810901125,4.05203931398741e-06,0.610606122613065,0.6974,0.635077190476191,PB_bcfvcf_20231002191703IfZEj.txt.params
chr2,6.39177538576229e-07,6.77940715276862e-13,0.00105709872316021,1.62172715544026e-05,0.588179589310639,0.000691892758540068,0.000257916583976188,1.07721554890753e-06,0.43722404137931,0.6974,0.612002978354979,PB_bcfvcf_20231002191703IfZEj.txt.params
chr3,2.68192761854712e-06,1.1279338482819e-12,0.000562208579672149,1.49523453692539e-05,0.71331847051146,0.00109034117894905,0.000270641808139069,9.86742132114864e-07,0.285483637267081,0.6974,0.646298645021646,PB_bcfvcf_20231002191703IfZEj.txt.params
chr4,4.71365524257229e-07,2.92133478094795e-13,0.00127701036066485,1.44465865874337e-05,0.601782605917775,0.000630046467940844,0.000220457589123222,1.16086758899333e-06,0.376363978680203,0.6974,0.629017220779221,PB_bcfvcf_20231002191703IfZEj.txt.params
chr5,1.91326655823025e-06,1.18858085746731e-13,0.000907330919391712,1.05485836411653e-05,0.515835910769173,0.00133605350895713,0.000416477114603697,1.10818039503701e-05,0.224929249606299,0.6974,0.595430634920635,PB_bcfvcf_20231002191703IfZEj.txt.params
chr6,1.09054101735782e-06,1.1833992417418e-12,0.00107257699833973,1.63658877213972e-05,0.594625518982364,0.000807171154128958,0.00024722798856243,1.96581991443129e-06,0.191418506140351,0.6974,0.618126311688312,PB_bcfvcf_20231002191703IfZEj.txt.params
chr7,5.03494250290428e-07,6.7969915837214e-13,0.00128092330237403,1.45434844045386e-05,0.546331315121786,0.000545409933244501,0.000223625507389679,2.06024473698574e-06,0.713072572330097,0.6974,0.608985311688312,PB_bcfvcf_20231002191703IfZEj.txt.params
chr8,9.16078710125181e-07,2.47366143020175e-13,0.000525168063403302,1.30721896020467e-05,0.634777179555336,0.000671030635096939,0.000233035239410573,1.81662737520059e-06,0.450193062601626,0.6974,0.640581978354979,PB_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,Pi_bcfvcf_20231002191703IfZEj.txt.params
chr1,4.03271499957256e-06,2.60381451886525e-12,0.00482053940448828,7.2166859246894e-06,0.490314349262386,0.001791225400971,0.000953965544201749,3.00782111196458e-05,-1.28545519066915,0.592991089552239,0.543372507647908,Pi_bcfvcf_20231002191703IfZEj.txt.params
chr2,8.23453037189696e-07,5.35539517107962e-12,0.00676841669207338,1.03006652957486e-05,0.439849709842522,0.000845291585990966,0.000607253304191191,1.1272132937574e-05,-0.867945647604563,0.592991089552239,0.527162399422799,Pi_bcfvcf_20231002191703IfZEj.txt.params
chr3,4.33231969258834e-06,3.5352434836889e-12,0.00978200680739733,7.89553401352733e-06,0.504894862185275,0.00159098003956265,0.000971891217738246,4.79550176032334e-05,-1.21308387714286,0.592991089552239,0.53588578037518,Pi_bcfvcf_20231002191703IfZEj.txt.params
chr4,7.94130244427471e-07,3.56941890187516e-12,0.00513324946004439,8.0796213472472e-06,0.41140073113301,0.000815239594278477,0.000623920436052541,1.30274083208865e-05,-1.08171511829787,0.592991089552239,0.510725338816738,Pi_bcfvcf_20231002191703IfZEj.txt.params
chr5,2.7589707028181e-06,1.80389745675985e-12,0.00497176054444246,6.74536236082101e-06,0.404623794545298,0.00171313128237561,0.00125788916302795,3.39235856888025e-05,-1.17824286063559,0.592991089552239,0.518057005483405,Pi_bcfvcf_20231002191703IfZEj.txt.params
chr6,1.43157341170959e-06,2.19767756889684e-12,0.00483502323780065,8.57074466087553e-06,0.413319127002693,0.00112473834326548,0.00100415685656703,1.61263801082446e-05,-1.10425800711382,0.592991089552239,0.515349005483405,Pi_bcfvcf_20231002191703IfZEj.txt.params
chr7,6.2518069508597e-07,6.15733170023596e-12,0.00715624731777225,9.26656538417719e-06,0.410186863550755,0.000693311411107896,0.000521839736446218,2.76966176703596e-05,-0.786659625559105,0.592991089552239,0.524097278210678,Pi_bcfvcf_20231002191703IfZEj.txt.params
chr8,1.2429435625688e-06,3.87716050272051e-12,0.010373327091042,8.62668809062033e-06,0.500966365451934,0.000852574806440577,0.00052248171524861,2.51854679472237e-05,-0.971450232347188,0.592991089552239,0.532155113708513,Pi_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,Po_bcfvcf_20231002191703IfZEj.txt.params
chr1,7.49900828575386e-07,1.3659449409976e-11,0.0301594646842328,9.26496177481581e-06,0.220062261751516,0.000427208755220973,0.000671150219496854,3.55392172249975e-05,-0.202938319081081,0.014558125,0.138312492063492,Po_bcfvcf_20231002191703IfZEj.txt.params
chr2,2.59229430864072e-07,1.79595465191748e-11,0.0196134150132549,1.03059497372208e-05,0.1910256338417,0.000273671329143749,0.000424763972735593,1.772499644221e-05,-0.101833090747331,0.014558125,0.122894500921431,Po_bcfvcf_20231002191703IfZEj.txt.params
chr3,8.53654898037319e-07,1.20538934453136e-11,0.0129773179895408,8.57583224850788e-06,0.182669970575079,0.000382846315588235,0.000672849030388373,4.21144735664752e-05,-0.203628635808824,0.014558125,0.0827724920634922,Po_bcfvcf_20231002191703IfZEj.txt.params
chr4,2.67934464742199e-07,1.58628599409068e-11,0.0426912095536268,1.04809916104279e-05,0.245254183224659,0.00023798042708944,0.000318394540480381,1.07191598551933e-05,-0.184568429911765,0.014558125,0.161058812749388,Po_bcfvcf_20231002191703IfZEj.txt.params
chr5,3.8588144908013e-07,8.26602642038811e-12,0.00726866281784392,9.2576331460787e-06,0.162874697168901,0.00039533256656154,0.000744869566155106,3.51180417098516e-05,-0.190150904661355,0.014558125,0.0564451587301589,Po_bcfvcf_20231002191703IfZEj.txt.params
chr6,4.40806462456291e-07,4.28471343079559e-11,0.0528003140390309,1.3086047798645e-05,0.296023190943342,0.000369321985215739,0.000380553494781541,2.02447619579199e-05,-0.0586215878195489,0.014558125,0.17776381109407,Po_bcfvcf_20231002191703IfZEj.txt.params
chr7,1.20014833999718e-07,4.28095871872276e-12,0.00224497288250401,1.093704255422e-05,0.162008932885592,0.000187134904332831,0.000299660993054387,1.03491312481031e-05,-0.0300377937910448,0.014558125,0.0704499053702584,Po_bcfvcf_20231002191703IfZEj.txt.params
chr8,2.25031600407751e-07,1.87683544193928e-11,0.0321723120561769,9.68589908886859e-06,0.211194355327163,0.000230103220714094,0.000295943106305921,1.73830657397839e-05,-0.320397020214797,0.014558125,0.158791270506684,Po_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,RI_bcfvcf_20231002191703IfZEj.txt.params
chr1,1.64691036182719e-06,1.81259438470458e-14,5.58363132385699e-08,1.68895862768228e-05,0.691114715929844,0.000982813952092601,0.000215412659737756,1.75070941247065e-06,1.15484875471698,-0.57015,0.267161634670328,RI_bcfvcf_20231002191703IfZEj.txt.params
chr2,4.35383860314804e-07,7.60642128570944e-14,0.000103117632090091,2.13107018722973e-05,0.603105674014297,0.00051817695263522,0.000176260128314566,7.10721137298098e-07,0.333894943589744,-0.57015,0.251058119168975,RI_bcfvcf_20231002191703IfZEj.txt.params
chr3,1.41301927118657e-06,1.82668564503666e-13,7.34291798838781e-06,1.90746472513592e-05,0.71772962040684,0.00088103630091109,0.00023348135825734,5.64305038145815e-07,0.417867368421053,-0.57015,0.261542326978021,RI_bcfvcf_20231002191703IfZEj.txt.params
chr4,3.27151747583029e-07,5.69874450076361e-14,1.69403735178111e-05,1.88385834978168e-05,0.611336556326622,0.000471256936836076,0.000151221494957043,8.76815829122509e-07,0.426820489361702,-0.57015,0.256037469647521,RI_bcfvcf_20231002191703IfZEj.txt.params
chr5,1.13773246735005e-06,2.43487689456261e-13,8.17361731862751e-05,2.1367391573779e-05,0.706638624427438,0.000844583730630581,0.000192098218963002,5.88804908499582e-07,0.824527351351351,-0.57015,0.255324271589686,RI_bcfvcf_20231002191703IfZEj.txt.params
chr6,8.12238277786606e-07,2.01888991720143e-13,2.40982042818261e-05,2.26815760980202e-05,0.644567444560538,0.000596797492288446,0.00019153467646214,6.50717623920061e-07,0.393247795454545,-0.57015,0.254375304016051,RI_bcfvcf_20231002191703IfZEj.txt.params
chr7,2.68012655262229e-07,3.51249240302288e-13,5.19980730282376e-05,2.01816989849641e-05,0.59020673070705,0.000438690994458753,0.000142486159843671,1.01903116876563e-06,0.187809581395349,-0.57015,0.229400017073646,RI_bcfvcf_20231002191703IfZEj.txt.params
chr8,5.1262893924566e-07,2.2696127429983e-14,6.81407962222804e-07,1.9089433466095e-05,0.676048669894649,0.000474424723874127,0.000124269395163101,5.43013578984382e-07,0.812025449275362,-0.57015,0.274534170013331,RI_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,Se_bcfvcf_20231002191703IfZEj.txt.params
